window_id,image_path,xmin,ymin,xmax,ymax,label
14_018_8_0031_10,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,62,190,142,270,0
14_018_8_0031_11,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,52,165,132,245,0
14_018_8_0031_12,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,77,158,157,238,0
14_018_8_0031_13,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,88,188,168,268,0
14_018_8_0031_14,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,102,213,182,293,0
14_018_8_0031_15,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,97,242,177,322,0
14_018_8_0031_16,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,92,272,172,352,0
14_018_8_0031_17,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,91,302,171,382,0
14_018_8_0031_18,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,98,325,178,405,0
14_018_8_0031_19,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,115,354,195,434,0
14_018_8_0031_20,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,132,383,212,463,0
14_018_8_0031_21,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,156,408,236,488,0
14_018_8_0031_22,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,178,431,258,511,0
14_018_8_0031_23,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,204,454,284,534,0
14_018_8_0031_24,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,233,466,313,546,0
14_018_8_0031_25,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,263,472,343,552,0
14_018_8_0031_26,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,279,459,359,539,0
14_018_8_0031_27,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,288,430,368,510,0
14_018_8_0031_28,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,281,413,361,493,0
14_018_8_0031_29,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,295,423,375,503,0
14_018_8_0031_30,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,251,449,331,529,0
14_018_8_0031_31,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,244,433,324,513,0
14_018_8_0031_32,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,232,410,312,490,0
14_018_8_0031_33,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,217,431,297,511,0
14_018_8_0031_34,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,200,427,280,507,0
14_018_8_0031_35,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,213,398,293,478,0
14_018_8_0031_36,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,227,368,307,448,0
14_018_8_0031_37,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,241,340,321,420,0
14_018_8_0031_38,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,201,393,281,473,0
14_018_8_0031_39,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,171,388,251,468,0
14_018_8_0031_40,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,156,424,236,504,0
14_018_8_0031_41,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,186,385,266,465,0
14_018_8_0031_42,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,148,360,228,440,0
14_018_8_0031_43,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,64,278,144,358,0
14_018_8_0031_44,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,34,263,114,343,0
14_018_8_0031_45,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,22,233,102,313,0
14_018_8_0031_46,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,17,205,97,285,0
14_018_8_0031_47,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,19,176,99,256,0
14_018_8_0031_48,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,26,151,106,231,0
14_018_8_0031_49,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,48,168,128,248,0
14_018_8_0031_50,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,32,196,112,276,0
14_018_8_0031_51,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,0,185,80,265,0
14_018_8_0031_52,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,0,200,80,280,0
14_018_8_0031_53,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,0,230,80,310,0
14_018_8_0031_54,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,9,238,89,318,0
14_018_8_0031_55,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,68,205,148,285,0
14_018_8_0031_56,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,107,191,187,271,0
14_018_8_0031_57,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,120,162,200,242,1
14_018_8_0031_58,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,141,143,221,223,1
14_018_8_0031_59,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,161,114,241,194,1
14_018_8_0031_60,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,187,96,267,176,0
14_018_8_0031_61,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,217,85,297,165,0
14_018_8_0031_62,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,247,79,327,159,0
14_018_8_0031_63,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,277,69,357,149,0
14_018_8_0031_64,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,306,66,386,146,0
14_018_8_0031_65,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,324,36,404,116,0
14_018_8_0031_66,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,332,7,412,87,0
14_018_8_0031_67,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,344,0,424,80,0
14_018_8_0031_68,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,306,69,386,149,0
14_018_8_0031_69,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,334,79,414,159,0
14_018_8_0031_70,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,290,90,370,170,0
14_018_8_0031_71,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,271,40,351,120,0
14_018_8_0031_72,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,241,24,321,104,0
14_018_8_0031_73,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,219,0,299,80,0
14_018_8_0031_74,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,142,156,222,236,1
14_018_8_0031_75,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,123,170,203,250,1
14_018_8_0031_76,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,79,129,159,209,0
14_018_8_0031_77,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,63,97,143,177,0
14_018_8_0031_78,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,33,99,113,179,0
14_018_8_0031_79,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,36,69,116,149,0
14_018_8_0031_80,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,43,41,123,121,0
14_018_8_0031_81,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,68,26,148,106,0
14_018_8_0031_82,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,98,10,178,90,0
14_018_8_0031_83,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,64,0,144,80,0
14_018_8_0031_84,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,48,6,128,86,0
14_018_8_0031_85,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,35,33,115,113,0
14_018_8_0031_86,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,38,42,118,122,0
14_018_8_0031_87,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,76,91,156,171,0
14_018_8_0031_88,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,66,93,146,173,0
14_018_8_0031_89,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,25,114,105,194,0
14_018_8_0031_90,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,21,143,101,223,0
14_018_8_0031_91,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,8,278,88,358,0
14_018_8_0031_92,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,14,307,94,387,0
14_018_8_0031_93,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,247,419,327,499,0
14_018_8_0031_94,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,247,477,327,557,0
14_018_8_0031_95,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,265,497,345,577,0
14_018_8_0031_96,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,280,475,360,555,0
14_018_8_0031_97,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,249,498,329,578,0
14_018_8_0031_98,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,62,0,142,80,0
14_018_8_0031_99,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,54,0,134,80,0
14_018_8_0031_100,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\018\8\14_018_8_0031_processed.png,146,135,226,215,1
14_042_5_0046_1,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,345,179,425,259,0
14_042_5_0046_2,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,383,142,463,222,0
14_042_5_0046_3,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,470,158,550,238,0
14_042_5_0046_4,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,542,249,622,329,0
14_042_5_0046_5,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,569,306,649,386,0
14_042_5_0046_6,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,568,355,648,435,0
14_042_5_0046_7,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,483,347,563,427,0
14_042_5_0046_8,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,423,339,503,419,0
14_042_5_0046_9,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,540,436,620,516,0
14_042_5_0046_10,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,557,529,637,609,0
14_042_5_0046_11,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,457,547,537,627,0
14_042_5_0046_12,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,547,560,627,640,0
14_042_5_0046_13,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,642,556,722,636,0
14_042_5_0046_14,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,719,558,799,638,0
14_042_5_0046_15,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,719,490,799,570,0
14_042_5_0046_16,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,680,472,760,552,0
14_042_5_0046_17,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,661,504,741,584,0
14_042_5_0046_18,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,678,507,758,587,0
14_042_5_0046_19,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,678,518,758,598,0
14_042_5_0046_20,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,603,499,683,579,0
14_042_5_0046_21,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,606,533,686,613,0
14_042_5_0046_22,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,603,572,683,652,0
14_042_5_0046_23,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,521,612,601,692,0
14_042_5_0046_24,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,494,612,574,692,0
14_042_5_0046_25,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,399,590,479,670,0
14_042_5_0046_26,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,321,535,401,615,0
14_042_5_0046_27,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,259,441,339,521,0
14_042_5_0046_28,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,207,340,287,420,1
14_042_5_0046_29,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,211,266,291,346,0
14_042_5_0046_30,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,145,182,225,262,0
14_042_5_0046_31,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,56,166,136,246,0
14_042_5_0046_32,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,32,130,112,210,0
14_042_5_0046_33,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,82,121,162,201,0
14_042_5_0046_34,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,26,42,106,122,0
14_042_5_0046_35,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,0,0,80,80,0
14_042_5_0046_36,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,81,39,161,119,0
14_042_5_0046_37,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,147,150,227,230,0
14_042_5_0046_38,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,241,153,321,233,0
14_042_5_0046_39,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,343,142,423,222,0
14_042_5_0046_40,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,335,187,415,267,0
14_042_5_0046_41,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,446,183,526,263,0
14_042_5_0046_42,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,389,98,469,178,0
14_042_5_0046_43,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,419,12,499,92,0
14_042_5_0046_44,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,454,0,534,80,0
14_042_5_0046_45,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,390,10,470,90,0
14_042_5_0046_46,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,406,69,486,149,0
14_042_5_0046_47,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,375,48,455,128,0
14_042_5_0046_48,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,360,58,440,138,0
14_042_5_0046_49,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,284,72,364,152,0
14_042_5_0046_50,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,305,10,385,90,0
14_042_5_0046_51,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,316,48,396,128,0
14_042_5_0046_52,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,264,0,344,80,0
14_042_5_0046_53,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,377,0,457,80,0
14_042_5_0046_54,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,353,9,433,89,0
14_042_5_0046_55,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,358,62,438,142,0
14_042_5_0046_56,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,364,93,444,173,0
14_042_5_0046_57,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,332,92,412,172,0
14_042_5_0046_58,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,433,119,513,199,0
14_042_5_0046_59,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,505,151,585,231,0
14_042_5_0046_60,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,589,166,669,246,0
14_042_5_0046_61,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,568,151,648,231,0
14_042_5_0046_62,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,530,135,610,215,0
14_042_5_0046_63,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,466,87,546,167,0
14_042_5_0046_64,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,471,69,551,149,0
14_042_5_0046_65,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,523,24,603,104,0
14_042_5_0046_66,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,565,30,645,110,0
14_042_5_0046_67,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,660,46,740,126,0
14_042_5_0046_68,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,719,54,799,134,0
14_042_5_0046_69,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,463,42,543,122,0
14_042_5_0046_70,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,421,30,501,110,0
14_042_5_0046_71,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,416,95,496,175,0
14_042_5_0046_72,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,479,65,559,145,0
14_042_5_0046_73,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,402,0,482,80,0
14_042_5_0046_74,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,430,204,510,284,0
14_042_5_0046_75,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,417,264,497,344,0
14_042_5_0046_76,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,382,228,462,308,0
14_042_5_0046_77,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,471,206,551,286,0
14_042_5_0046_78,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,506,222,586,302,0
14_042_5_0046_79,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,562,220,642,300,0
14_042_5_0046_80,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,600,276,680,356,0
14_042_5_0046_81,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,701,330,781,410,0
14_042_5_0046_82,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,620,381,700,461,0
14_042_5_0046_83,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,573,242,653,322,0
14_042_5_0046_84,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,390,412,470,492,0
14_042_5_0046_85,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,383,412,463,492,0
14_042_5_0046_86,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,280,369,360,449,0
14_042_5_0046_87,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,205,295,285,375,1
14_042_5_0046_88,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,219,205,299,285,0
14_042_5_0046_89,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,382,534,462,614,0
14_042_5_0046_90,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,502,626,582,706,0
14_042_5_0046_91,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,417,685,497,765,0
14_042_5_0046_92,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\042\5\14_042_5_0046_processed.png,463,643,543,723,0
